Key,Faculty,Department,Program,Level,Degree,Course code,Course number,Title,Description,Metadata,Type,Website,Class Units
GCS_246,GCS,Electrical and Computer Engineering (ECE),Computer Engineering,Graduate,Master,COEN,6611,Real-time Systems,A project is required,Courses,Course-integrated,,3.0
GCS_247,GCS,Electrical and Computer Engineering (ECE),Computer Engineering,Graduate,Master,COEN,6711,Microprocessors and Their Applications,A project is required,Courses,Course-integrated,,3.0
GCS_248,GCS,Electrical and Computer Engineering (ECE),Computer Engineering,Graduate,Master,COEN,6721,Fault-Tolerant Distributed Systems,A project is required,Courses,Course-integrated,,3.0
GCS_249,GCS,Electrical and Computer Engineering (ECE),Computer Engineering,Graduate,Master,COEN,6741,Computer Architecture and Design,A project is required,Courses,Course-integrated,,3.0
GCS_250,GCS,Electrical and Computer Engineering (ECE),Computer Engineering,Graduate,Master,COEN,7311,Protocol Design and Validation,A project is required,Courses,Course-integrated,,3.0
GCS_251,GCS,Electrical and Computer Engineering (ECE),Computer Engineering,Graduate,Master,COEN,7741,Advanced Computer Architecture,A project is required,Courses,Course-integrated,,3.0
GCS_252,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,273,Basic Circuit Analysis,Laboratory: 15 hours total,Courses,Course-integrated,,12.0
GCS_253,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,275,Principles of Electrical Engineering,Laboratory: 15 hours total,Courses,Course-integrated,,3.0
GCS_254,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,311,Electronics I,"Laboratory: 15 hours total
Laboratory pre-labs, extensive simulation exercises",Courses,Course-integrated,,6.0
GCS_255,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,312,Electronics II,"Laboratory: 15 hours total
Laboratory pre-labs, extensive simulation exercises",Courses,Course-integrated,,6.0
GCS_256,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,321,Introduction to Semiconductor Materials and Devices,Laboratory: 15 hours total,Courses,Course-integrated,,6.0
GCS_257,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,331,Fundamentals of Electrical Power Engineering,Laboratory: 15 hours total,Courses,Course-integrated,,6.0
GCS_258,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,342,Discrete-Time Signals and Systems,Laboratory: 15 hours total,Courses,Course-integrated,,3.0
GCS_259,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,367,Introduction to Digital Communications,Laboratory: 15 hours total,Courses,Course-integrated,,3.0
GCS_260,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,372,Fundamentals of Control Systems,Laboratory: 15 hours total,Courses,Course-integrated,,8.0
GCS_261,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,390,Electrical Engineering Product Design Project,"Team, Build system/device, Equivalent laboratory time: 6 hours per week",Courses,Course-integrated,,3.0
GCS_262,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,421,Solid State Devices,"Design, fabricate
Laboratory: 15 hours total",Courses,Course-integrated,,6.0
GCS_263,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,422,Design of Integrated Circuit Components,"Design, fabricate
Laboratory: 15 hours total",Courses,Course-integrated,,6.0
GCS_264,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,423,Introduction to Analog VLSI,"Design, Laboratory: 30 hours total",Courses,Course-integrated,,3.0
GCS_265,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,424,VLSI Process Technology,"Device fabrication, Laboratory: 15 hours total",Courses,Course-integrated,,3.0
GCS_266,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,425,Optical Devices for High-Speed Communications,Laboratory: 15 hours total,Courses,Course-integrated,,3.0
GCS_267,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,430,Electrical Power Equipment,Laboratory: 15 hours total,Courses,Course-integrated,,3.0
GCS_268,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,431,Electrical Power Systems,Laboratory: 15 hours total,Courses,Course-integrated,,3.0
GCS_269,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,432,Control of Electrical Power Conversion Systems,"System design, Laboratory: 15 hours total",Courses,Course-integrated,,6.0
GCS_270,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,433,Power Electronics,Laboratory: 15 hours total,Courses,Course-integrated,,15.0
GCS_271,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,434,Behaviour of Power Systems,Laboratory: 15 hours total,Courses,Course-integrated,,3.0
GCS_272,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,435,Electromechanical Energy Conversion Systems,Laboratory: 15 hours total,Courses,Course-integrated,,3.0
GCS_273,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,436,Protection of Power Systems,Laboratory: 15 hours total,Courses,Course-integrated,,3.0
GCS_274,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,438,Industrial Electrical Systems,Laboratory: 15 hours total,Courses,Course-integrated,,6.0
GCS_275,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,440,Controlled Electric Drives,Laboratory: 15 hours total,Courses,Course-integrated,,6.0
GCS_276,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,441,Modern Analog Filter Design,Laboratory: 15 hours total,Courses,Course-integrated,,6.0
GCS_277,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,442,Digital Signal Processing,Laboratory: 15 hours total,Courses,Course-integrated,,6.0
GCS_278,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,453,Microwave Engineering,Laboratory: 15 hours total,Courses,Course-integrated,,3.0
GCS_279,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,456,Antennas,Laboratory: 15 hours total,Courses,Course-integrated,,3.0
GCS_280,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,463,Telecommunication Network,Laboratory: 15 hours total,Courses,Course-integrated,,3.0
GCS_281,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,465,Networks Security and Management,Laboratory: 15 hours total,Courses,Course-integrated,,6.0
GCS_282,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,466,Introduction to Optical Communication Systems,Laboratory: 15 hours total,Courses,Course-integrated,,6.0
GCS_283,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,472,Advanced Telecommunication Network,Laboratory: 15 hours total,Courses,Course-integrated,,3.0
GCS_284,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,481,Linear Systems,Laboratory: 15 hours total,Courses,Course-integrated,,3.0
GCS_285,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,482,System Optimization,Laboratory: 15 hours total,Courses,Course-integrated,,3.0
GCS_286,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,483,Real-Time Computer Control Systems,Laboratory: 15 hours total,Courses,Course-integrated,,3.0
GCS_287,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,490,Capstone Electrical Engineering Design Project,"capstone, group project",Capstone projects,Course-integrated,,42.0
GCS_288,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6041,Large-scale Control Systems,A project is required,Courses,Course-integrated,,42.0
GCS_289,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6051,Introduction to Analog VLSI,A project is required,Courses,Course-integrated,,42.0
GCS_290,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6061,Real-time Computer Control Systems,A project is required,Courses,Course-integrated,,42.0
GCS_291,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6081,Modern Analog Filter Design,A project is required,Courses,Course-integrated,,42.0
GCS_292,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6091,Discrete Event Systems,A project is required,Courses,Course-integrated,,40.0
GCS_293,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6111,Detection and Estimation Theory,A project is required,Courses,Course-integrated,,40.0
GCS_294,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6131,Error Detecting and Correcting Codes,A project is required,Courses,Course-integrated,,30.0
GCS_295,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6141,Wireless Communications,A project is required,Courses,Course-integrated,,40.0
GCS_296,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6151,Information Theory and Source Coding,A project is required,Courses,Course-integrated,,40.0
GCS_297,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6171,Modelling and Analysis of Telecommunications Networks,A project is required,Courses,Course-integrated,,30.0
GCS_298,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6181,Real-time and Multimedia Communication over Internet,A project is required,Courses,Course-integrated,,30.0
GCS_299,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6221,Solid State Devices,A project is required,Courses,Course-integrated,,40.0
GCS_300,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6231,Design of Integrated Circuit Components,A project is required,Courses,Course-integrated,,30.0
GCS_301,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6241,VLSI Process Technology,A project is required,Courses,Course-integrated,,40.0
GCS_302,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6251,Microtransducer Process Technology,A project is required,Courses,Course-integrated,,40.0
GCS_303,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6261,Optical Devices for High-Speed Communications,A project is required,Courses,Course-integrated,,40.0
GCS_304,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6271,Nanoscience and Nanotechnology: Opto-Electronic Devices,A project is required,Courses,Course-integrated,,35.0
GCS_305,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6281,Principles of Solid State Nanodevices,A project is required,Courses,Course-integrated,,35.0
GCS_306,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6301,Advanced Electromagnetics,A project is required,Courses,Course-integrated,,35.0
GCS_307,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6311,Radiation and Scattering of Waves,A project is required,Courses,Course-integrated,,35.0
GCS_308,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6341,Antennas,A project is required,Courses,Course-integrated,,420.0
GCS_309,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6351,Modern Antenna Theory,A project is required,Courses,Course-integrated,,420.0
GCS_310,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6361,Acoustics,A project is required,Courses,Course-integrated,,35.0
GCS_311,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6371,Design of Wireless RF Systems,A project is required,Courses,Course-integrated,,35.0
GCS_312,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6381,Techniques in Electromagnetic Compatibility,A project is required,Courses,Course-integrated,,30.0
GCS_313,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6391,Microwave Engineering,A project is required,Courses,Course-integrated,,3.0
GCS_314,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6411,Power Electronics I,A project is required,Courses,Course-integrated,,3.0
GCS_315,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6421,Renewable Energy Systems,A project is required,Courses,Course-integrated,,3.0
GCS_316,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6431,Advanced Electrical Machines and Drives,A project is required,Courses,Course-integrated,,3.0
GCS_317,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6461,Power Electronics II,A project is required,Courses,Course-integrated,,3.0
GCS_318,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6471,Hybrid Electric Vehicle Power System Design and Control,A project is required,Courses,Course-integrated,,3.0
GCS_319,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6481,Computer-aided Analysis of Power Electronic Systems,A project is required,Courses,Course-integrated,,3.0
GCS_320,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6491,Controlled Electric Drives,A project is required,Courses,Course-integrated,,3.0
GCS_321,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6601,Digital Signal Processing,A project is required,Courses,Course-integrated,,3.0
GCS_322,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6611,Digital Filters,A project is required,Courses,Course-integrated,,3.0
GCS_323,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6621,Digital Waveform Compression,A project is required,Courses,Course-integrated,,3.0
GCS_324,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6631,Video Processing and Compression,A project is required,Courses,Course-integrated,,3.0
GCS_325,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6641,Two-dimensional Signal and Image Processing,A project is required,Courses,Course-integrated,,3.0
GCS_326,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6651,Adaptive Signal Processing,A project is required,Courses,Course-integrated,,3.0
GCS_327,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6661,Medical Image Processing,A project is required,Courses,Course-integrated,,3.0
GCS_328,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6831,Digital Communications,A project is required,Courses,Course-integrated,,3.0
GCS_329,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6841,Advanced Digital Communications,A project is required,Courses,Course-integrated,,3.0
GCS_330,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6851,Telecommunications Networks,A project is required,Courses,Course-integrated,,3.0
GCS_331,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6861,Higher Layer Telecommunications Protocols,A project is required,Courses,Course-integrated,,3.0
GCS_332,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6871,Fiber-Optic Communication Systems and Networks,A project is required,Courses,Course-integrated,,3.0
GCS_333,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6881,Fundamentals and Applications of MIMO Communications,A project is required,Courses,Course-integrated,,3.0
GCS_334,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,7151,Broadband Communications Networks,A project is required,Courses,Course-integrated,,3.0
GCS_335,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,7441,Design of Power Electronic Circuits,A project is required,Courses,Course-integrated,,3.0
GCS_336,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,7451,Power System Compensation,A project is required,Courses,Course-integrated,,3.0
GCS_337,GCS,Electrical and Computer Engineering (ECE),"Electrical Engineering, Science and Technology",Undergraduate,Bachelor / Certificate,COEN,212,Digital Systems Design I,Laboratory: 15 hours total,Courses,Course-integrated,,3.0
GCS_338,GCS,Computer Science and Software Engineering (CSSE),"Electrical Engineering, Science and Technology",Undergraduate,Bachelor / Certificate,COEN,212,Digital Systems Design I,Laboratory: 15 hours total,Courses,Course-integrated,,3.0
GCS_339,GCS,Electrical and Computer Engineering (ECE),"Electrical Engineering, Science and Technology",Undergraduate,Bachelor / Certificate,COEN,311,Computer Organization and Software,Laboratory: 15 hours total,Courses,Course-integrated,,3.0
GCS_340,GCS,Computer Science and Software Engineering (CSSE),"Electrical Engineering, Science and Technology",Undergraduate,Bachelor / Certificate,COEN,311,Computer Organization and Software,Laboratory: 15 hours total,Courses,Course-integrated,,3.0
GCS_341,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Aerospace Engineering,Undergraduate,Bachelor,AERO,201,Introduction to Flight and Aerospace Systems,"Laboratory: 4 hours per week, alternate weeks",Courses,Course-integrated,,3.0
GCS_342,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Aerospace Engineering,Undergraduate,Bachelor,AERO,371,Modelling and Control Systems,"Laboratory: 2 hours per week, alternate weeks",Courses,Course-integrated,,3.0
GCS_343,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Aerospace Engineering,Undergraduate,Bachelor,AERO,390,Aerospace Engineering Design Project,"Team-based project, design, implement, alternate weeks",Courses,Course-integrated,,3.0
GCS_344,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Aerospace Engineering,Undergraduate,Bachelor,AERO,455,Computational Fluid Dynamics for Aerospace Applications,"Laboratory: 3 hours per week, alternate weeks",Courses,Course-integrated,,3.0
GCS_345,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Aerospace Engineering,Undergraduate,Bachelor,AERO,465,Gas Turbine Design,"Laboratory: 2 hours per week, alternate weeks",Courses,Course-integrated,,3.0
GCS_346,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Aerospace Engineering,Undergraduate,Bachelor,AERO,480,Flight Control Systems,"Laboratory: 2 hours per week, alternate weeks",Courses,Course-integrated,,3.0
GCS_347,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Aerospace Engineering,Undergraduate,Bachelor,AERO,481,Materials Engineering for Aerospace,"Laboratory: 2 hours per week, alternate weeks",Courses,Course-integrated,,3.0
GCS_348,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Aerospace Engineering,Undergraduate,Bachelor,AERO,482,Avionic Navigation Systems (3 credits),Laboratory: 1 hour per week,Courses,Course-integrated,,3.0
GCS_349,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Aerospace Engineering,Undergraduate,Bachelor,AERO,490,Capstone Aerospace Engineering Design Project,"supervised design, simulation or experimental capstone design project",Courses,Course-integrated,,3.0
GCS_350,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Engineering,Undergraduate,Bachelor,ENGR,472,Robot Manipulators,Laboratory: 15 hours total,Courses,Course-integrated,,3.0
GCS_351,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Industrial Engineering,Undergraduate,Bachelor,INDU,311,Simulation of Industrial Systems,"Simulation,  Laboratory: 2 hours per week",Courses,Course-integrated,,3.0
GCS_352,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Industrial Engineering,Undergraduate,Bachelor,INDU,323,Operations Research I,"Laboratory: 2 hours per week, alternate weeks",Courses,Course-integrated,,3.0
GCS_353,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Industrial Engineering,Undergraduate,Bachelor,INDU,324,Operations Research II,"Laboratory: 2 hours per week, alternate weeks",Courses,Course-integrated,,3.0
GCS_354,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Industrial Engineering,Undergraduate,Bachelor,INDU,410,Safety Engineering,"Laboratory: 2 hours per week, alternate weeks",Courses,Course-integrated,,3.0
GCS_355,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Industrial Engineering,Undergraduate,Bachelor,INDU,411,Computer Integrated Manufacturing,"Laboratory: 2 hours per week, alternate weeks",Courses,Course-integrated,,6.0
GCS_356,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Industrial Engineering,Undergraduate,Bachelor,INDU,412,Human Factors Engineering,"Laboratory: 2 hours per week, alternate weeks",Courses,Course-integrated,,3.0
GCS_357,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Industrial Engineering,Undergraduate,Bachelor,INDU,421,Facilities Design and Material Handling Systems,"Laboratory: 2 hours per week, alternate weeks",Courses,Course-integrated,,3.0
GCS_358,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Industrial Engineering,Undergraduate,Bachelor,INDU,423,Inventory Control,"Laboratory: 2 hours per week, alternate weeks",Courses,Course-integrated,,3.0
GCS_359,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Industrial Engineering,Undergraduate,Bachelor,INDU,480,Cases in Industrial Engineering,"Real-world situations, problem posed by the client",Courses,Course-integrated,,3.0
GCS_360,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Industrial Engineering,Undergraduate,Bachelor,INDU,490,Capstone Industrial Engineering Design Project,"capstone, group project",,Course-integrated,,3.0
GCS_361,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Industrial Engineering,Graduate,Master,INDU,6111,Theory of Operations Research,Project: 2 hours per week,Courses,Course-integrated,,3.0
GCS_362,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Industrial Engineering,Graduate,Master,INDU,6121,Advanced Operations Research,A design project is required,Courses,Course-integrated,,3.0
GCS_363,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Industrial Engineering,Graduate,Master,INDU,6131,Graph Theory with System Applications,Project: 2 hours per week,Courses,Course-integrated,,3.0
GCS_364,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Industrial Engineering,Graduate,Master,INDU,6141,Logistics Network Models,A project is required,Courses,Course-integrated,,3.0
GCS_365,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Industrial Engineering,Graduate,Master,INDU,6151,Decision Models in Service Sector,A project is required,Courses,Course-integrated,,3.0
GCS_366,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Industrial Engineering,Graduate,Master,INDU,6211,Production Systems and Inventory Control,A project is required,Courses,Course-integrated,,3.0
GCS_367,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Industrial Engineering,Graduate,Master,INDU,6221,Lean Enterprise,A project is required,Courses,Course-integrated,,3.0
GCS_368,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Industrial Engineering,Graduate,Master,INDU,6231,Scheduling Theory,Project: 2 hours per week,Courses,Course-integrated,,3.0
GCS_369,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Industrial Engineering,Graduate,Master,INDU,6241,Lean Manufacturing,A project is required,Courses,Course-integrated,,3.0
GCS_370,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Industrial Engineering,Graduate,Master,INDU,6311,Discrete System Simulation,"Computer simulation, A project is required",Courses,Course-integrated,,6.0
GCS_371,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Industrial Engineering,Graduate,Master,INDU,6321,Introduction to Six Sigma,A project is required,Courses,Course-integrated,,3.0
GCS_372,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Industrial Engineering,Graduate,Master,INDU,6331,Advanced Quality Control,A project is required,Courses,Course-integrated,,3.0
GCS_373,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Industrial Engineering,Graduate,Master / Certificate,INDU,6341,Advanced Concepts in Quality Improvement,A project on selected topics is required,Courses,Course-integrated,,3.0
GCS_374,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Industrial Engineering,Graduate,Master / Certificate,INDU,6351,System Reliability,Project: 2 hours per week,Courses,Course-integrated,,3.0
GCS_375,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Industrial Engineering,Graduate,Master,INDU,6361,Discrete Optimization,A project is required,Courses,Course-integrated,,3.0
GCS_376,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Industrial Engineering,Graduate,Master,INDU,6411,Human Factors Engineering,A project on a current topic is required,Courses,Course-integrated,,3.0
GCS_377,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Industrial Engineering,Graduate,Master,INDU,6421,Occupational Safety Engineering,A project on a current topic is required,Courses,Course-integrated,,3.0
GCS_378,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,211,Mechanical Engineering Drawing,"Laboratory: 2 hours per week, alternate weeks",Courses,Course-integrated,,3.0
GCS_379,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,215,Programming for Mechanical and Industrial Engineers,"Laboratory: 1 hour per week
Using Arduino - a type of microcontroller board used for mechatronics and robotics",Courses,Course-integrated,,3.0
GCS_380,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,311,Manufacturing Processes,"Industrial visits, field trips to local industries, Laboratory: 3 hours per week, alternate weeks",Courses,Course-integrated,,3.0
GCS_381,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,321,Properties and Failure of Materials,"Laboratory: 2 hours per week, alternate weeks",Courses,Course-integrated,,3.0
GCS_382,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,343,Theory of Machines,"Laboratory: 2 hours per week, alternate weeks",Courses,Course-integrated,,3.0
GCS_383,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,351,Thermodynamics II,"Laboratory: 2 hours per week, alternate weeks
Micro Steam Car Competition: students design & build a car powered by a soda-can water boiler, a pin-sized nozzle and a turbine which drives the front wheels",Courses,Course-integrated,,3.0
GCS_384,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,352,Heat Transfer I,"Laboratory: 2 hours per week, alternate weeks",Courses,Course-integrated,,3.0
GCS_385,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,361,Fluid Mechanics II,"Laboratory: 2 hours per week, alternate weeks",Courses,Course-integrated,,3.0
GCS_386,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,368,Electronics for Mechanical Engineers,"Laboratory: 2 hours per week, alternate weeks",Courses,Course-integrated,,4.0
GCS_387,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,370,Modelling and Analysis of Dynamic Systems,"Laboratory: 2 hours per week, alternate weeks",Courses,Course-integrated,,1.0
